age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
53,"Man","North West","Did not vote","16","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
32,"Woman","North West","Did not vote","20+","Not working","Have never worked","Have never worked","Very negative effect","Very negative effect","Don't know",5,"Don’t know"
70,"Woman","North West","Did not vote","17-18","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
30,"Woman","North West","Did not vote","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
20,"Woman","North West","Did not vote","98","Working part time (8-29 hours a week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",6,"a Remainer"
21,"Woman","North West","Did not vote","Still at school/Full time student","Full time student","Skipped","Other","Very negative effect","Very negative effect","Fairly badly",6,"a Remainer"
47,"Man","North West","Did not vote","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Very badly",2,"a Remainer"
35,"Man","North West","Did not vote","20+","Working part time (8-29 hours a week)","Have never worked","Have never worked","Very negative effect","Somewhat negative effect","Very badly",8,"a Remainer"
29,"Man","North West","Cannot remember","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
26,"Man","North West","Did not vote","98","Working full time (30 or more hours per week)","Skipped","Other","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
20,"Woman","North West","Did not vote","17-18","Not working","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
43,"Man","North West","Did not vote","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Fairly well",8,"a Leaver"
47,"Man","North West","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",0,"Neither a Leaver nor a Remainer"
18,"Woman","North West","Did not vote","Still at school/Full time student","Full time student","Skipped","Have never worked","Somewhat negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
29,"Man","North West","Did not vote","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
35,"Man","North West","Did not vote","98","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
38,"Man","Yorkshire and the Humber","Did not vote","19","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Neither positive nor negative","Fairly badly",8,"a Remainer"
63,"Woman","Yorkshire and the Humber","Did not vote","16","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
41,"Woman","Yorkshire and the Humber","Did not vote","20+","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
24,"Woman","Yorkshire and the Humber","Did not vote","16","Unemployed","Have never worked","Have never worked","Don't know","Don't know","Don't know",5,"Neither a Leaver nor a Remainer"
28,"Man","Yorkshire and the Humber","Did not vote","20+","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",4,"Don’t know"
78,"Man","Yorkshire and the Humber","Did not vote","15 or under","Retired","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Very badly",9,"Neither a Leaver nor a Remainer"
19,"Woman","Yorkshire and the Humber","Cannot remember","Can't remember","Other","Other","Have never worked","Very negative effect","Somewhat negative effect","Very badly",7,"a Remainer"
57,"Man","Yorkshire and the Humber","Did not vote","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Fairly badly",2,"a Remainer"
60,"Woman","Yorkshire and the Humber","Did not vote","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
25,"Woman","Yorkshire and the Humber","Did not vote","Still at school/Full time student","Full time student","Skipped","Have never worked","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
20,"Man","Yorkshire and the Humber","Did not vote","Still at school/Full time student","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
28,"Woman","Yorkshire and the Humber","Cannot remember","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
31,"Woman","Yorkshire and the Humber","Did not vote","Can't remember","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",7,"Neither a Leaver nor a Remainer"
45,"Woman","Yorkshire and the Humber","Did not vote","16","Unemployed","Charity/voluntary sector","Other","Don't know","Don't know","Don't know",5,"Don’t know"
47,"Woman","Yorkshire and the Humber","Did not vote","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Leaver"
48,"Woman","Yorkshire and the Humber","Did not vote","16","Other","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don't know","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
29,"Man","Yorkshire and the Humber","Did not vote","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
37,"Man","Yorkshire and the Humber","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
44,"Woman","Yorkshire and the Humber","Did not vote","20+","Not working","Skipped","Other","Don't know","Don't know","Don't know",5,"Don’t know"
44,"Man","Yorkshire and the Humber","Did not vote","16","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don't know","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
20,"Woman","Yorkshire and the Humber","Did not vote","19","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",10,"Don’t know"
31,"Woman","Yorkshire and the Humber","Did not vote","16","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
20,"Man","Yorkshire and the Humber","Did not vote","98","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
20,"Man","Yorkshire and the Humber","Did not vote","98","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Neither positive nor negative","Very badly",6,"Neither a Leaver nor a Remainer"
38,"Man","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat negative effect","Very badly",7,"Neither a Leaver nor a Remainer"
48,"Woman","East Midlands","Did not vote","20+","Other","Other","Other","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
32,"Woman","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
38,"Woman","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Very badly",7,"Neither a Leaver nor a Remainer"
35,"Man","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Have never worked","Neither positive nor negative","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
44,"Woman","East Midlands","Cannot remember","17-18","Working part time (8-29 hours a week)","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Very badly",2,"Neither a Leaver nor a Remainer"
37,"Woman","East Midlands","Did not vote","16","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",5,"Don’t know"
49,"Woman","East Midlands","Did not vote","16","Working part time (8-29 hours a week)","Charity/voluntary sector","Other","Don't know","Don't know","Don't know",5,"Don’t know"
34,"Woman","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
36,"Woman","East Midlands","Did not vote","20+","Not working","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
28,"Man","East Midlands","Did not vote","98","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
28,"Woman","East Midlands","Did not vote","17-18","Other","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",4,"a Remainer"
49,"Man","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat positive effect","Fairly well",10,"Don’t know"
70,"Woman","East Midlands","Did not vote","20+","Retired","Self-employed","Other","Very negative effect","Somewhat negative effect","Very badly",8,"a Remainer"
31,"Man","East Midlands","Did not vote","16","Unemployed","Skipped","Other","Very negative effect","Neither positive nor negative","Very badly",1,"a Remainer"
19,"Man","East Midlands","Did not vote","Still at school/Full time student","Full time student","Have never worked","Have never worked","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
20,"Woman","East Midlands","Did not vote","17-18","Full time student","Have never worked","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",5,"a Remainer"
19,"Man","East Midlands","Did not vote","98","Full time student","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Somewhat negative effect","Very badly",9,"a Remainer"
19,"Man","East Midlands","Did not vote","Still at school/Full time student","Full time student","Skipped","Have never worked","Don't know","Somewhat negative effect","Fairly badly",5,"Don’t know"
32,"Woman","East Midlands","Cannot remember","17-18","Working part time (8-29 hours a week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Neither positive nor negative","Fairly badly",6,"a Leaver"
19,"Woman","East Midlands","Did not vote","Still at school/Full time student","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Neither positive nor negative","Very badly",2,"a Remainer"
24,"Man","East Midlands","Did not vote","98","Working full time (30 or more hours per week)","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Don't know","Don't know","Very badly",10,"Neither a Leaver nor a Remainer"
28,"Woman","East Midlands","Did not vote","98","Unemployed","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Very badly",3,"Neither a Leaver nor a Remainer"
53,"Woman","West Midlands","Cannot remember","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don't know","Neither positive nor negative","Very badly",8,"Neither a Leaver nor a Remainer"
69,"Woman","West Midlands","Did not vote","15 or under","Not working","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",7,"Neither a Leaver nor a Remainer"
39,"Man","West Midlands","Did not vote","16","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly well",7,"a Remainer"
20,"Man","West Midlands","Did not vote","17-18","Full time student","Skipped","Other","Don't know","Neither positive nor negative","Very badly",3,"a Leaver"
52,"Man","West Midlands","Did not vote","20+","Working part time (8-29 hours a week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",2,"Neither a Leaver nor a Remainer"
33,"Man","West Midlands","Did not vote","15 or under","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Neither positive nor negative","Very badly",9,"Neither a Leaver nor a Remainer"
20,"Woman","West Midlands","Did not vote","Still at school/Full time student","Retired","Other","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat negative effect","Neither positive nor negative","Very badly",6,"Neither a Leaver nor a Remainer"
53,"Man","West Midlands","Did not vote","17-18","Working part time (Less than 8 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
58,"Woman","West Midlands","Cannot remember","17-18","Not working","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Don’t know"
41,"Woman","West Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
62,"Man","West Midlands","Did not vote","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",1,"Neither a Leaver nor a Remainer"
45,"Man","West Midlands","Cannot remember","Can't remember","Unemployed","Have never worked","Have never worked","Don't know","Don't know","Don't know",10,"Don’t know"
38,"Woman","West Midlands","Did not vote","16","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
20,"Man","West Midlands","Did not vote","Still at school/Full time student","Full time student","Skipped","Other","Somewhat positive effect","Somewhat positive effect","Very badly",4,"a Remainer"
20,"Woman","West Midlands","Did not vote","Still at school/Full time student","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
26,"Woman","West Midlands","Did not vote","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
29,"Man","West Midlands","Did not vote","17-18","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
46,"Woman","West Midlands","Did not vote","16","Not working","Have never worked","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
30,"Woman","West Midlands","Cannot remember","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",5,"Don’t know"
29,"Man","West Midlands","Did not vote","16","Other","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
19,"Man","West Midlands","Did not vote","98","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
53,"Man","West Midlands","Did not vote","16","Working part time (Less than 8 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Neither positive nor negative","Very badly",4,"Neither a Leaver nor a Remainer"
43,"Man","West Midlands","Did not vote","17-18","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Fairly badly",6,"a Leaver"
19,"Woman","West Midlands","Did not vote","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
48,"Man","West Midlands","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Don't know","Very badly",7,"a Remainer"
64,"Man","West Midlands","Cannot remember","17-18","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Don't know",6,"a Leaver"
28,"Man","West Midlands","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",7,"Don’t know"
18,"Man","West Midlands","Did not vote","Still at school/Full time student","Working part time (Less than 8 hours a week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",8,"Don’t know"
19,"Woman","West Midlands","Did not vote","98","Not working","Skipped","Have never worked","Don't know","Don't know","Don't know",5,"Don’t know"
19,"Man","West Midlands","Did not vote","98","Not working","Skipped","Have never worked","Very negative effect","Don't know","Don't know",6,"Don’t know"
61,"Woman","East of England","Did not vote","16","Working part time (8-29 hours a week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Neither positive nor negative","Fairly badly",8,"Neither a Leaver nor a Remainer"
44,"Man","East of England","Did not vote","16","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Neither positive nor negative","Very badly",9,"Neither a Leaver nor a Remainer"
67,"Woman","East of England","Cannot remember","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
48,"Woman","East of England","Did not vote","17-18","Working part time (8-29 hours a week)","Other","Other","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
71,"Man","East of England","Did not vote","15 or under","Retired","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
18,"Man","East of England","Did not vote","98","Unemployed","Skipped","Have never worked","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
33,"Woman","East of England","Did not vote","98","Unemployed","Skipped","Have never worked","Neither positive nor negative","Neither positive nor negative","Don't know",0,"Neither a Leaver nor a Remainer"
19,"Woman","East of England","Did not vote","Still at school/Full time student","Full time student","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
24,"Man","East of England","Did not vote","98","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
20,"Man","East of England","Did not vote","Still at school/Full time student","Not working","Skipped","Have never worked","Neither positive nor negative","Don't know","Very badly",0,"a Leaver"
33,"Man","East of England","Did not vote","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"a Leaver"
48,"Woman","East of England","Cannot remember","17-18","Not working","Skipped","Other","Neither positive nor negative","Neither positive nor negative","Fairly badly",6,"Neither a Leaver nor a Remainer"
19,"Woman","East of England","Did not vote","Still at school/Full time student","Full time student","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
19,"Woman","East of England","Did not vote","17-18","Working part time (Less than 8 hours a week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
19,"Woman","East of England","Did not vote","17-18","Unemployed","Have never worked","Have never worked","Don't know","Don't know","Don't know",5,"Don’t know"
54,"Man","East of England","Did not vote","98","Working full time (30 or more hours per week)","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
24,"Woman","East of England","Did not vote","17-18","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
27,"Woman","East of England","Did not vote","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat negative effect","Fairly badly",5,"a Remainer"
27,"Man","East of England","Did not vote","16","Not working","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Fairly badly",4,"a Leaver"
29,"Woman","East of England","Did not vote","98","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Very negative effect","Fairly badly",5,"Don’t know"
20,"Woman","East of England","Did not vote","98","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Somewhat negative effect","Very badly",4,"Neither a Leaver nor a Remainer"
32,"Woman","London","Did not vote","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Don't know","Fairly badly",7,"Neither a Leaver nor a Remainer"
29,"Man","London","Did not vote","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
75,"Woman","London","Did not vote","15 or under","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
37,"Man","London","Did not vote","Still at school/Full time student","Working part time (8-29 hours a week)","Self-employed","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
71,"Woman","London","Did not vote","20+","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
42,"Man","London","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
35,"Woman","London","Did not vote","20+","Unemployed","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
38,"Woman","London","Did not vote","98","Working part time (8-29 hours a week)","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very negative effect","Very negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
