age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
65,"Man","South West","Remain","19","Working part time (8-29 hours a week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very well",5,"a Leaver"
58,"Woman","South East","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
48,"Woman","Scotland","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
40,"Man","East of England","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
30,"Woman","South East","Remain","20+","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly well",5,"a Remainer"
54,"Woman","South East","Remain","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
24,"Man","Scotland","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Fairly well",4,"a Remainer"
30,"Woman","North East","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",3,"Neither a Leaver nor a Remainer"
23,"Woman","Scotland","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
59,"Man","London","Remain","Skipped","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
49,"Woman","South East","Leave","Skipped","Other","Skipped","Other","Very negative effect","Very negative effect","Very badly",5,"a Leaver"
18,"Woman","London","Remain","Can't remember","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",6,"Don’t know"
33,"Woman","South West","Remain","20+","Not working","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Neither positive nor negative","Don't know",3,"a Remainer"
19,"Man","North West","Remain","Still at school/Full time student","Full time student","Skipped","Have never worked","Very negative effect","Very negative effect","Fairly badly",2,"a Remainer"
27,"Man","London","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Fairly badly",2,"a Remainer"
18,"Woman","Yorkshire and the Humber","Did not vote","Still at school/Full time student","Not working","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Somewhat negative effect","Fairly badly",3,"Neither a Leaver nor a Remainer"
61,"Man","East of England","Leave","Skipped","Other","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Don't know",5,"a Leaver"
40,"Woman","North East","Remain","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
48,"Woman","South West","Leave","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Fairly badly",6,"a Leaver"
30,"Woman","West Midlands","Did not vote","16","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",5,"Neither a Leaver nor a Remainer"
25,"Woman","South West","Remain","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Don't know","Don't know","Don't know",5,"Don’t know"
56,"Man","Yorkshire and the Humber","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Fairly badly",1,"Neither a Leaver nor a Remainer"
22,"Woman","East Midlands","Leave","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Fairly well",6,"Neither a Leaver nor a Remainer"
41,"Woman","South East","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Neither positive nor negative","Don't know",7,"Neither a Leaver nor a Remainer"
20,"Woman","Scotland","Leave","Still at school/Full time student","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Somewhat negative effect","Fairly badly",5,"a Leaver"
43,"Man","North West","Remain","Skipped","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Don't know",3,"Neither a Leaver nor a Remainer"
34,"Woman","East of England","Remain","16","Working part time (8-29 hours a week)","Self-employed","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",10,"Neither a Leaver nor a Remainer"
44,"Woman","East of England","Leave","15 or under","Unemployed","Skipped","Other","Don't know","Don't know","Don't know",6,"Don’t know"
54,"Woman","Scotland","Remain","Skipped","Other","Skipped","Other","Don't know","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
51,"Man","West Midlands","Remain","Skipped","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Don't know","Fairly well",0,"a Remainer"
47,"Woman","London","Remain","Skipped","Other","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
47,"Woman","East Midlands","Remain","19","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Neither positive nor negative","Fairly well",7,"Neither a Leaver nor a Remainer"
49,"Man","East Midlands","Leave","15 or under","Other","Other","Other","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
62,"Man","Scotland","Remain","Skipped","Working part time (8-29 hours a week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
24,"Woman","North East","Remain","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Don't know",3,"Neither a Leaver nor a Remainer"
25,"Woman","East of England","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Don't know","Fairly well",10,"a Remainer"
40,"Man","Wales","Leave","16","Not working","Skipped","Other","Somewhat positive effect","Neither positive nor negative","Fairly well",8,"a Leaver"
50,"Woman","North East","Leave","16","Unemployed","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Don't know","Don't know",9,"Neither a Leaver nor a Remainer"
25,"Woman","South West","Remain","17-18","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",7,"Don’t know"
77,"Woman","East of England","Leave","Skipped","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Somewhat positive effect","Fairly well",2,"a Leaver"
18,"Man","Scotland","Did not vote","Skipped","Full time student","Have never worked","Have never worked","Somewhat negative effect","Neither positive nor negative","Fairly badly",7,"Neither a Leaver nor a Remainer"
20,"Man","East Midlands","Leave","Skipped","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",5,"Don’t know"
66,"Man","South West","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Very well",7,"a Leaver"
67,"Man","East of England","Remain","19","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly well",6,"a Remainer"
44,"Woman","London","Remain","17-18","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
50,"Woman","South East","Remain","17-18","Working full time (30 or more hours per week)","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Don't know",9,"a Remainer"
65,"Man","Scotland","Remain","17-18","Not working","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat negative effect","Don't know",6,"Neither a Leaver nor a Remainer"
52,"Woman","North West","Remain","16","Unemployed","Skipped","Other","Don't know","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
53,"Man","East of England","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Don't know",2,"a Leaver"
33,"Woman","London","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
57,"Woman","South West","Remain","17-18","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Other","Somewhat negative effect","Neither positive nor negative","Fairly well",8,"a Remainer"
67,"Man","Wales","Leave","16","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
36,"Woman","East of England","Did not vote","Skipped","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Fairly badly",0,"Neither a Leaver nor a Remainer"
34,"Woman","South East","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",0,"a Remainer"
21,"Woman","Wales","Remain","16","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
43,"Woman","South West","Remain","16","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Fairly badly",0,"Neither a Leaver nor a Remainer"
74,"Woman","South East","Leave","15 or under","Retired","Skipped","Other","Neither positive nor negative","Neither positive nor negative","Fairly well",10,"a Leaver"
21,"Man","South East","Remain","Still at school/Full time student","Full time student","Skipped","Other","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
54,"Woman","East Midlands","Leave","17-18","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Very badly",1,"Neither a Leaver nor a Remainer"
39,"Woman","Wales","Leave","17-18","Working full time (30 or more hours per week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Fairly badly",8,"a Leaver"
60,"Woman","North West","Remain","Skipped","Working part time (8-29 hours a week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Somewhat negative effect","Fairly well",5,"a Remainer"
22,"Man","South West","Remain","Skipped","Other","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
45,"Woman","Yorkshire and the Humber","Leave","Skipped","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
23,"Woman","London","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
22,"Man","Yorkshire and the Humber","Remain","20+","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
24,"Woman","North West","Remain","Still at school/Full time student","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
40,"Man","Scotland","Remain","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
58,"Man","North West","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Fairly well",9,"Neither a Leaver nor a Remainer"
56,"Woman","Scotland","Remain","17-18","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
46,"Woman","South West","Did not vote","16","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat negative effect","Very negative effect","Don't know",0,"a Remainer"
35,"Man","West Midlands","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Somewhat negative effect","Don't know",7,"a Remainer"
19,"Woman","South East","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Fairly well",8,"a Leaver"
41,"Woman","South West","Did not vote","17-18","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Very well",9,"a Leaver"
56,"Woman","South East","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Very badly",10,"a Leaver"
23,"Woman","East Midlands","Remain","Skipped","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Don't know",3,"a Remainer"
19,"Woman","North West","Remain","Still at school/Full time student","Full time student","Skipped","Have never worked","Somewhat negative effect","Neither positive nor negative","Fairly badly",2,"a Remainer"
66,"Woman","South East","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Don't know",8,"a Leaver"
74,"Man","South East","Leave","17-18","Retired","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Somewhat positive effect","Very well",10,"a Leaver"
40,"Man","North West","Did not vote","16","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Somewhat negative effect","Fairly badly",8,"Neither a Leaver nor a Remainer"
20,"Woman","North West","Remain","Still at school/Full time student","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Fairly badly",2,"a Remainer"
72,"Man","North West","Leave","15 or under","Retired","Skipped","Other","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
34,"Woman","South West","Remain","17-18","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
19,"Woman","North West","Remain","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Fairly badly",8,"a Remainer"
63,"Woman","East Midlands","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
30,"Woman","Scotland","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Fairly well",8,"Neither a Leaver nor a Remainer"
70,"Woman","North West","Leave","17-18","Retired","Skipped","Other","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
46,"Woman","North West","Leave","20+","Unemployed","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Fairly badly",4,"Neither a Leaver nor a Remainer"
26,"Woman","Scotland","Remain","Still at school/Full time student","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Don't know",5,"a Remainer"
52,"Man","South West","Remain","20+","Working part time (8-29 hours a week)","Charity/voluntary sector","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
69,"Man","South East","Leave","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Fairly well",8,"a Leaver"
34,"Woman","West Midlands","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Don't know",0,"a Remainer"
30,"Woman","South West","Remain","20+","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Don't know",3,"a Remainer"
68,"Woman","East of England","Remain","20+","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
50,"Man","Yorkshire and the Humber","Leave","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
62,"Woman","East of England","Remain","16","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
41,"Woman","Scotland","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Fairly well",1,"a Remainer"
60,"Man","South West","Leave","15 or under","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
33,"Woman","South East","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
59,"Woman","Scotland","Did not vote","Skipped","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",10,"Don’t know"
23,"Woman","North East","Remain","19","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
65,"Woman","East of England","Leave","16","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly well",7,"a Leaver"
33,"Woman","Yorkshire and the Humber","Leave","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Don't know",5,"a Leaver"
32,"Woman","North West","Remain","20+","Not working","Skipped","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
66,"Woman","London","Remain","15 or under","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
78,"Man","North East","Leave","Skipped","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
47,"Woman","West Midlands","Remain","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
20,"Woman","North West","Remain","Still at school/Full time student","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",6,"a Remainer"
44,"Woman","East Midlands","Leave","15 or under","Not working","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Very positive effect","Fairly badly",10,"Neither a Leaver nor a Remainer"
51,"Man","North West","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very well",8,"a Leaver"
69,"Man","South East","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat negative effect","Don't know",0,"a Leaver"
32,"Man","South West","Remain","17-18","Working full time (30 or more hours per week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",5,"a Leaver"
41,"Woman","South East","Remain","Skipped","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
71,"Woman","East Midlands","Leave","16","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
72,"Woman","East of England","Remain","16","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly well",4,"Neither a Leaver nor a Remainer"
32,"Woman","North West","Leave","17-18","Working part time (8-29 hours a week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Don't know","Fairly badly",10,"Neither a Leaver nor a Remainer"
36,"Man","North West","Leave","Skipped","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Very positive effect","Don't know",10,"a Leaver"
24,"Woman","South West","Remain","20+","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Don't know",2,"a Remainer"
59,"Woman","South West","Did not vote","Skipped","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Don't know",7,"a Leaver"
68,"Man","West Midlands","Remain","15 or under","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
49,"Man","East Midlands","Leave","Skipped","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Somewhat positive effect","Fairly well",0,"Neither a Leaver nor a Remainer"
64,"Woman","Wales","Leave","17-18","Not working","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
60,"Man","North West","Leave","Skipped","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Don't know",9,"Neither a Leaver nor a Remainer"
18,"Woman","South East","Remain","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
71,"Woman","South East","Leave","17-18","Retired","Skipped","Other","Somewhat negative effect","Somewhat negative effect","Very badly",2,"Neither a Leaver nor a Remainer"
