age,sex,region,GEvote2015,EURef2016,political_attention,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,newspaper_readership,Govthand,Tradeimmig,BrexitID
71,"Man","Wales","Other","Remain",5,"Prefer not to answer","Prefer not to answer","17-18","Other technical, professional or higher qualification","E","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","The Mirror / Daily Record","Very badly",3,"a Remainer"
21,"Woman","Scotland","DK or did not vote","Remain",4,"£20,000 to £24,999 per year","£15,000 to £19,999 per year","17-18","University diploma","C1","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Neither positive nor negative","Neither positive nor negative","The Times","Fairly well",7,"a Remainer"
54,"Woman","West Midlands","BNP","Leave",4,"Prefer not to answer","Prefer not to answer","16","Youth training certificate/skillseekers","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","None","Fairly badly",10,"a Leaver"
57,"Woman","Scotland","Other","Remain",7,"£40,000 to £44,999 per year","£70,000 to £99,999 per year","20+","University diploma","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","The Independent","Fairly badly",2,"a Remainer"
63,"Woman","South East","Conservative","Leave",10,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Very well",5,"a Leaver"
26,"Man","South West","Conservative","Remain",5,"Prefer not to answer","Prefer not to answer","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Charity/voluntary sector","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Neither positive nor negative","Neither positive nor negative","None","Fairly well",6,"Neither a Leaver nor a Remainer"
27,"Woman","North West","DK or did not vote","Did not vote",2,"Not Asked or missing","Not Asked or missing","Skipped","Other technical, professional or higher qualification","AB","Working part time (Less than 8 hours a week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","None","Fairly well",6,"a Remainer"
29,"Woman","East Midlands","DK or did not vote","Did not vote",3,"Not Asked or missing","£40,000 to £44,999 per year","17-18","GCE A level or Higher Certificate","D","Not working","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Right","Very positive effect","Very positive effect","The Sun","Fairly well",8,"a Leaver"
60,"Woman","Yorkshire and the Humber","Conservative","Remain",2,"Not Asked or missing","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C2","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly badly",2,"Neither a Leaver nor a Remainer"
58,"Woman","South East","Conservative","Remain",6,"£20,000 to £24,999 per year","£70,000 to £99,999 per year","20+","University diploma","AB","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Don't know","Neither positive nor negative","Other Newspaper","Fairly well",3,"Neither a Leaver nor a Remainer"
55,"Woman","North East","Labour","Remain",5,"Don't know","Don't know","16","Other technical, professional or higher qualification","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Somewhat negative effect","Very negative effect","The Daily Mail / The Scottish Daily Mail","Very badly",8,"Neither a Leaver nor a Remainer"
34,"Woman","East of England","DK or did not vote","Did not vote",7,"£5,000 to £9,999 per year","£45,000 to £49,999 per year","Still at school/Full time student","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Full time student","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","The Guardian","Fairly badly",0,"a Remainer"
38,"Man","East Midlands","DK or did not vote","Did not vote",4,"£10,000 to £14,999 per year","£25,000 to £29,999 per year","Still at school/Full time student","University diploma","AB","Working full time (30 or more hours per week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Very negative effect","The Sun","Fairly badly",0,"a Remainer"
21,"Woman","West Midlands","Labour","Remain",6,"Prefer not to answer","Don't know","Still at school/Full time student","GCE A level or Higher Certificate","C1","Full time student","Skipped","Other","Wrong","Neither positive nor negative","Somewhat negative effect","The Guardian","Very badly",3,"a Remainer"
63,"Woman","North East","Labour","Remain",5,"Not Asked or missing","£70,000 to £99,999 per year","Skipped","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","None","Very badly",0,"a Remainer"
53,"Man","Scotland","Other","Remain",10,"£25,000 to £29,999 per year","£45,000 to £49,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Other Newspaper","Very badly",1,"a Remainer"
39,"Woman","South East","Conservative","Remain",4,"£15,000 to £19,999 per year","£50,000 to £59,999 per year","20+","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Neither positive nor negative","None","Fairly badly",10,"a Remainer"
62,"Man","North East","DK or did not vote","Did not vote",2,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","15 or under","Don't know","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don’t know","Don't know","Somewhat negative effect","None","Don't know",2,"Neither a Leaver nor a Remainer"
31,"Woman","London","Conservative","Remain",7,"£40,000 to £44,999 per year","£40,000 to £44,999 per year","Skipped","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat positive effect","Somewhat negative effect","None","Fairly badly",0,"a Remainer"
51,"Man","West Midlands","Conservative","Remain",9,"Prefer not to answer","Not Asked or missing","Skipped","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","None","Fairly badly",0,"a Remainer"
49,"Man","South East","Conservative","Leave",8,"£70,000 to £99,999 per year","£100,000 to £149,999 per year","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","AB","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","The Guardian","Fairly well",7,"a Leaver"
26,"Man","Yorkshire and the Humber","Conservative","Remain",4,"£25,000 to £29,999 per year","£45,000 to £49,999 per year","Skipped","Teaching qualification (not degree)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","The Times","Don't know",2,"a Remainer"
70,"Man","North East","Conservative","Leave",7,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","15 or under","Teaching qualification (not degree)","E","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Fairly well",5,"a Leaver"
33,"Man","East Midlands","DK or did not vote","Did not vote",7,"Not Asked or missing","Not Asked or missing","Skipped","GCE A level or Higher Certificate","D","Working full time (30 or more hours per week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Very negative effect","Very negative effect","The Sun","Don't know",10,"Don’t know"
20,"Woman","South West","Liberal Democrat","Remain",5,"under £5,000 per year","Don't know","Still at school/Full time student","GCE A level or Higher Certificate","C1","Full time student","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","None","Very badly",5,"Don’t know"
65,"Man","Scotland","Other","Remain",10,"£20,000 to £24,999 per year","£45,000 to £49,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","The Guardian","Very badly",0,"a Remainer"
46,"Woman","East Midlands","DK or did not vote","Remain",3,"£5,000 to £9,999 per year","£5,000 to £9,999 per year","Still at school/Full time student","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","The Sun","Fairly badly",5,"a Remainer"
38,"Woman","West Midlands","DK or did not vote","Did not vote",5,"under £5,000 per year","£10,000 to £14,999 per year","17-18","Other technical, professional or higher qualification","C1","Unemployed","Skipped","Other","Wrong","Very negative effect","Very negative effect","The Times","Fairly badly",0,"a Remainer"
56,"Man","East Midlands","UKIP","Leave",7,"Prefer not to answer","Prefer not to answer","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","The Independent","Fairly well",10,"a Leaver"
64,"Woman","West Midlands","Labour","Remain",8,"£5,000 to £9,999 per year","£20,000 to £24,999 per year","20+","Teaching qualification (not degree)","E","Working part time (8-29 hours a week)","Self-employed","Other","Wrong","Very negative effect","Neither positive nor negative","The Times","Very badly",0,"a Remainer"
50,"Man","Yorkshire and the Humber","UKIP","Leave",7,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","16","City & Guilds certificate - advanced","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Other local daily morning newspaper","Don't know",5,"Neither a Leaver nor a Remainer"
62,"Woman","East Midlands","Labour","Remain",7,"£35,000 to £39,999 per year","£35,000 to £39,999 per year","16","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Other Newspaper","Very badly",5,"a Remainer"
54,"Woman","South West","UKIP","Leave",7,"Prefer not to answer","Prefer not to answer","17-18","GCE A level or Higher Certificate","E","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Fairly well",7,"a Leaver"
67,"Man","East of England","Conservative","Leave",3,"Not Asked or missing","Not Asked or missing","Skipped","No formal qualifications","D","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","The Express","Fairly badly",8,"a Leaver"
42,"Man","South East","Conservative","Remain",7,"£25,000 to £29,999 per year","£30,000 to £34,999 per year","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Somewhat negative effect","Somewhat negative effect","None","Don't know",1,"a Remainer"
52,"Woman","London","Other","Cannot remember",5,"under £5,000 per year","under £5,000 per year","Skipped","GCE A level or Higher Certificate","E","Working part time (Less than 8 hours a week)","Skipped","Other","Wrong","Somewhat positive effect","Somewhat positive effect","Other Newspaper","Fairly well",10,"a Remainer"
38,"Man","South East","Conservative","Remain",6,"£20,000 to £24,999 per year","£40,000 to £44,999 per year","20+","University diploma","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly well",0,"a Remainer"
57,"Man","East Midlands","UKIP","Leave",7,"Not Asked or missing","Not Asked or missing","Skipped","City & Guilds certificate","C2","Working part time (8-29 hours a week)","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","The Daily Mail / The Scottish Daily Mail","Fairly badly",9,"a Leaver"
23,"Woman","South West","Green","Remain",6,"under £5,000 per year","under £5,000 per year","Still at school/Full time student","GCE A level or Higher Certificate","C1","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Don't know","None","Don't know",1,"a Remainer"
73,"Man","South East","Liberal Democrat","Remain",8,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","None","Don't know",4,"a Remainer"
18,"Woman","Yorkshire and the Humber","DK or did not vote","Did not vote",6,"under £5,000 per year","£20,000 to £24,999 per year","17-18","GCE A level or Higher Certificate","C1","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly well",3,"a Remainer"
60,"Man","South East","Conservative","Leave",8,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","16","Other technical, professional or higher qualification","C2","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","The Daily Telegraph","Don't know",0,"a Leaver"
62,"Man","South East","Labour","Remain",9,"£5,000 to £9,999 per year","£20,000 to £24,999 per year","16","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","None","Very badly",0,"a Remainer"
49,"Man","East Midlands","UKIP","Leave",7,"£35,000 to £39,999 per year","£50,000 to £59,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","None","Fairly well",4,"a Leaver"
44,"Woman","London","Labour","Remain",6,"£25,000 to £29,999 per year","£45,000 to £49,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","The Guardian","Very badly",0,"a Remainer"
30,"Man","Wales","DK or did not vote","Leave",2,"under £5,000 per year","under £5,000 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Unemployed","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don’t know","Very positive effect","Very positive effect","None","Fairly well",8,"Don’t know"
49,"Woman","East Midlands","UKIP","Cannot remember",6,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Skipped","Have never worked","Wrong","Somewhat negative effect","Somewhat negative effect","The Sun","Very badly",10,"a Remainer"
65,"Woman","London","Conservative","Remain",8,"£100,000 and over","£100,000 to £149,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Very negative effect","Other local daily morning newspaper","Fairly well",2,"Neither a Leaver nor a Remainer"
61,"Man","East Midlands","UKIP","Leave",4,"Prefer not to answer","£10,000 to £14,999 per year","Skipped","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","None","Very badly",10,"a Leaver"
33,"Man","Scotland","DK or did not vote","Remain",10,"under £5,000 per year","£30,000 to £34,999 per year","Still at school/Full time student","University or CNAA higher degree (e.g. M.Sc, Ph.D)","AB","Full time student","Skipped","Other","Wrong","Very negative effect","Somewhat negative effect","The Independent","Very badly",1,"a Remainer"
18,"Woman","South West","DK or did not vote","Remain",3,"Not Asked or missing","Not Asked or missing","Skipped","GCE A level or Higher Certificate","C2","Working part time (8-29 hours a week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Don't know","Don't know","The Daily Mail / The Scottish Daily Mail","Don't know",5,"Don’t know"
30,"Man","South East","Other","Remain",8,"under £5,000 per year","£20,000 to £24,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","None","Very badly",3,"a Remainer"
40,"Woman","West Midlands","Labour","Remain",4,"Don't know","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","None","Don't know",9,"a Remainer"
44,"Man","East of England","Labour","Leave",7,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","16","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","None","Fairly badly",9,"a Leaver"
70,"Woman","Scotland","Other","Remain",10,"Not Asked or missing","£40,000 to £44,999 per year","20+","GCE A level or Higher Certificate","AB","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","The Herald (Glasgow)","Very badly",3,"a Remainer"
60,"Man","East of England","Labour","Remain",5,"Not Asked or missing","£10,000 to £14,999 per year","16","City & Guilds certificate - advanced","C2","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","The Mirror / Daily Record","Very badly",2,"a Remainer"
45,"Woman","South West","DK or did not vote","Cannot remember",3,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","16","CSE grades 2-5","C1","Other","Skipped","Other","Don’t know","Don't know","Don't know","None","Don't know",5,"Don’t know"
27,"Man","Scotland","Other","Remain",9,"£25,000 to £29,999 per year","£20,000 to £24,999 per year","Skipped","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Other Newspaper","Fairly badly",0,"a Remainer"
45,"Woman","North East","Labour","Leave",4,"Prefer not to answer","Prefer not to answer","17-18","City & Guilds certificate","E","Unemployed","Other","Other","Wrong","Very negative effect","Very negative effect","None","Very badly",5,"Don’t know"
52,"Woman","South East","Conservative","Remain",5,"£10,000 to £14,999 per year","£15,000 to £19,999 per year","16","City & Guilds certificate - advanced","C2","Working full time (30 or more hours per week)","Skipped","Other","Wrong","Neither positive nor negative","Neither positive nor negative","The Sun","Fairly badly",5,"a Remainer"
45,"Man","East of England","Liberal Democrat","Remain",6,"£30,000 to £34,999 per year","£40,000 to £44,999 per year","16","Scottish Ordinary/ Lower Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","None","Don't know",5,"a Remainer"
77,"Woman","South West","UKIP","Leave",10,"£5,000 to £9,999 per year","£20,000 to £24,999 per year","15 or under","Clerical and commercial","AB","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Very well",5,"a Leaver"
50,"Man","West Midlands","DK or did not vote","Did not vote",8,"Not Asked or missing","Don't know","Skipped","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","The Daily Mail / The Scottish Daily Mail","Don't know",6,"Neither a Leaver nor a Remainer"
44,"Man","East Midlands","UKIP","Leave",4,"£15,000 to £19,999 per year","Not Asked or missing","16","No formal qualifications","D","Working full time (30 or more hours per week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Neither positive nor negative","The Sun","Don't know",5,"a Leaver"
23,"Man","London","DK or did not vote","Did not vote",6,"£30,000 to £34,999 per year","£10,000 to £14,999 per year","20+","University diploma","D","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Somewhat negative effect","The Sun","Fairly well",10,"Neither a Leaver nor a Remainer"
55,"Man","East of England","Conservative","Remain",8,"Not Asked or missing","£60,000 to £69,999 per year","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","AB","Working full time (30 or more hours per week)","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","None","Fairly well",2,"a Remainer"
35,"Man","North West","Green","Leave",8,"Not Asked or missing","Not Asked or missing","Skipped","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","The Independent","Fairly well",3,"Neither a Leaver nor a Remainer"
53,"Man","London","UKIP","Leave",10,"Not Asked or missing","Not Asked or missing","Skipped","Other technical, professional or higher qualification","E","Other","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","None","Very well",8,"a Leaver"
52,"Man","North East","Labour","Remain",7,"£50,000 to £59,999 per year","Prefer not to answer","17-18","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","None","Don't know",0,"Neither a Leaver nor a Remainer"
47,"Woman","North West","Liberal Democrat","Remain",7,"Not Asked or missing","Not Asked or missing","Skipped","Teaching qualification (not degree)","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Other local daily morning newspaper","Fairly well",7,"a Remainer"
68,"Woman","North West","Conservative","Leave",10,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Skipped","No formal qualifications","C1","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","The Daily Mail / The Scottish Daily Mail","Very well",5,"a Leaver"
52,"Man","North West","Conservative","Leave",7,"£30,000 to £34,999 per year","£30,000 to £34,999 per year","20+","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","The Sun","Fairly well",5,"a Leaver"
65,"Man","Scotland","Other","Leave",7,"£60,000 to £69,999 per year","£60,000 to £69,999 per year","16","Other technical, professional or higher qualification","AB","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","The Herald (Glasgow)","Fairly well",5,"a Leaver"
69,"Man","Scotland","UKIP","Leave",7,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","The Financial Times","Fairly well",7,"a Leaver"
56,"Man","Yorkshire and the Humber","Labour","Remain",6,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","16","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Neither positive nor negative","Neither positive nor negative","None","Don't know",6,"a Remainer"
75,"Man","East of England","Conservative","Leave",7,"£15,000 to £19,999 per year","£15,000 to £19,999 per year","15 or under","No formal qualifications","C2","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Other Newspaper","Fairly well",6,"a Leaver"
68,"Woman","South East","Conservative","Leave",6,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","16","Don't know","C1","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","The Daily Mail / The Scottish Daily Mail","Very well",6,"a Leaver"
45,"Woman","London","Labour","Remain",6,"Not Asked or missing","£30,000 to £34,999 per year","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Very negative effect","The Guardian","Very badly",5,"Neither a Leaver nor a Remainer"
51,"Woman","West Midlands","Labour","Remain",10,"Not Asked or missing","Not Asked or missing","Skipped","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","None","Very badly",0,"a Remainer"
